-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.06 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 0.22 1.81 1.59 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.49 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.66 1.68 -1.00 -1.00 3.85 4.76 6.29 7.82 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.49 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.19 2.25 -1.00 6.41 7.12 6.16 6.41 7.94 8.90 8.71 8.65 8.41 8.16 7.93 7.71 -1.00 7.32 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.49 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 1.08 3.03 5.17 7.61 9.33 9.42 8.47 8.06 9.44 9.24 9.13 8.89 8.63 8.41 8.18 7.96 7.78 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.22 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 9.57 6.04 7.99 9.93 10.00 10.00 10.00 10.00 9.96 9.80 9.61 9.36 9.11 8.88 8.66 8.44 8.25 8.08 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.22 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 10.00 10.00 10.00 10.00 10.00 10.00 10.00 10.00 10.00 11.08 10.19 9.84 9.60 9.35 9.13 8.91 8.70 8.51 8.68 8.76 8.77 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 1.24 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 0.41 0.21 6.82 10.00 10.00 10.00 10.00 10.00 10.00 10.41 12.71 12.67 11.69 10.66 10.00 9.83 9.60 9.38 9.16 8.98 8.92 9.02 9.02 8.92 8.72 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 8.22 10.00 10.00 10.00 10.00 10.00 10.95 13.25 15.11 14.27 13.22 12.22 11.43 10.56 10.00 9.85 9.63 9.44 9.25 9.32 9.26 9.17 8.97 8.77 8.57 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 6.80 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 3.17 4.90 10.00 10.00 10.00 10.00 10.00 10.00 13.79 16.09 16.71 15.79 14.62 13.83 12.85 11.98 11.32 10.71 10.16 9.90 9.71 9.66 9.52 9.42 9.22 9.02 8.82 8.61 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 6.84 8.56 8.52 8.15 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 11.03 15.52 20.00 17.72 18.15 10.00 10.00 10.00 14.80 17.35 18.93 18.36 17.12 16.24 15.15 14.06 13.40 12.71 12.12 11.58 11.08 10.52 9.99 9.83 9.67 9.47 9.27 9.07 8.86 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -0.03 8.58 12.95 11.09 9.77 9.54 9.26 -1.00 -1.00 -1.00 -1.00 -1.00 0.75 15.36 17.02 13.44 10.00 10.44 20.00 22.03 22.23 21.33 19.70 18.57 17.46 16.35 15.47 14.79 14.14 13.53 13.00 12.45 11.85 10.94 10.00 9.92 9.72 9.52 9.32 9.11 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -0.91 1.03 -1.00 -1.00 -1.00 3.31 4.23 14.92 20.11 21.53 20.67 18.16 13.56 10.53 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 10.00 10.00 20.16 23.64 25.84 25.37 23.09 20.66 19.77 18.66 17.56 16.89 16.15 15.50 14.91 14.38 13.80 13.18 11.93 10.69 10.00 9.97 9.77 9.57 9.37 9.17 9.01 8.86 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -0.91 1.12 -1.00 -1.00 -1.00 -1.00 8.29 20.62 24.71 26.94 26.43 24.98 22.53 16.00 9.46 8.34 7.86 9.80 -1.00 -1.00 -1.00 10.00 14.68 22.44 26.49 29.35 27.00 24.93 22.86 20.79 19.86 18.97 18.24 17.55 16.90 16.32 15.74 15.10 14.17 12.92 11.68 10.40 10.00 10.00 9.82 9.62 9.41 9.26 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -0.91 -1.00 -1.00 -1.00 -1.00 -1.00 14.30 23.96 28.60 30.00 30.00 30.00 28.94 26.02 22.41 20.14 29.61 35.75 38.09 29.75 10.00 11.73 20.52 24.79 29.15 29.77 27.67 25.57 23.47 21.37 20.63 20.22 19.60 18.91 18.27 17.68 17.08 16.40 15.16 13.91 12.95 11.32 10.41 10.03 10.00 9.87 9.66 9.50 9.35 9.19 9.04 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -0.95 -1.00 -1.00 -1.00 -1.00 -1.00 9.82 21.18 27.90 30.00 30.30 31.13 31.53 30.99 30.69 31.63 32.55 38.65 46.51 48.08 41.20 27.91 22.39 23.46 27.82 30.00 29.97 27.88 25.78 23.68 21.86 21.48 21.05 20.63 20.19 19.65 19.03 18.37 17.39 16.28 15.48 14.12 13.18 12.43 11.92 11.15 10.15 9.91 9.74 9.59 9.44 9.28 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -0.95 -1.00 -1.00 -1.00 -1.00 -1.00 9.06 16.24 25.17 30.76 31.59 32.42 33.25 32.69 32.17 32.46 34.07 35.68 38.58 45.41 44.99 39.00 30.98 24.88 26.49 30.00 30.00 30.00 28.08 25.98 23.88 22.73 22.34 21.93 21.52 21.13 20.71 20.26 19.63 18.71 17.93 16.91 15.95 14.86 14.17 13.43 12.48 11.64 10.78 9.99 9.83 9.68 9.53 9.37 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
-1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00 9.51 19.66 28.77 32.88 33.71 34.54 34.48 33.68 33.39 34.90 36.51 38.11 39.72 40.00 37.96 35.00 30.00 27.97 29.52 30.00 30.00 30.00 28.29 26.19 24.09 23.59 23.21 22.80 22.40 22.06 21.70 21.22 20.69 20.23 19.70 18.82 17.71 16.70 15.77 14.86 13.88 12.97 11.94 10.90 10.00 9.93 9.77 9.62 9.46 -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
